timestamp,meter_id,dma_code,dma_name,flow,unit,data_class
2026-09-01T13:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.98,L/s,synthetic
2026-09-01T14:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.79,L/s,synthetic
2026-09-01T14:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.98,L/s,synthetic
2026-09-01T14:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.09,L/s,synthetic
2026-09-01T14:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.1,L/s,synthetic
2026-09-01T15:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.09,L/s,synthetic
2026-09-01T15:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.18,L/s,synthetic
2026-09-01T15:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.44,L/s,synthetic
2026-09-01T15:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.56,L/s,synthetic
2026-09-01T16:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.62,L/s,synthetic
2026-09-01T16:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.89,L/s,synthetic
2026-09-01T16:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.2,L/s,synthetic
2026-09-01T16:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.64,L/s,synthetic
2026-09-01T17:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.9,L/s,synthetic
2026-09-01T17:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.2,L/s,synthetic
2026-09-01T17:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.86,L/s,synthetic
2026-09-01T17:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.34,L/s,synthetic
2026-09-01T18:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.71,L/s,synthetic
2026-09-01T18:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.14,L/s,synthetic
2026-09-01T18:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.1,L/s,synthetic
2026-09-01T18:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.35,L/s,synthetic
2026-09-01T19:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.28,L/s,synthetic
2026-09-01T19:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.43,L/s,synthetic
2026-09-01T19:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.22,L/s,synthetic
2026-09-01T19:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.92,L/s,synthetic
2026-09-01T20:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.64,L/s,synthetic
2026-09-01T20:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.16,L/s,synthetic
2026-09-01T20:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.69,L/s,synthetic
2026-09-01T20:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.55,L/s,synthetic
2026-09-01T21:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.01,L/s,synthetic
2026-09-01T21:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.47,L/s,synthetic
2026-09-01T21:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.91,L/s,synthetic
2026-09-01T21:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.73,L/s,synthetic
2026-09-01T22:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.52,L/s,synthetic
2026-09-01T22:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.22,L/s,synthetic
2026-09-01T22:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.12,L/s,synthetic
2026-09-01T22:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.98,L/s,synthetic
2026-09-01T23:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.7,L/s,synthetic
2026-09-01T23:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.56,L/s,synthetic
2026-09-01T23:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.49,L/s,synthetic
2026-09-01T23:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.45,L/s,synthetic
2026-09-02T00:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.5,L/s,synthetic
2026-09-02T00:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.34,L/s,synthetic
2026-09-02T00:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.19,L/s,synthetic
2026-09-02T00:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.45,L/s,synthetic
2026-09-02T01:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.63,L/s,synthetic
2026-09-02T01:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.6,L/s,synthetic
2026-09-02T01:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.48,L/s,synthetic
2026-09-02T01:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.73,L/s,synthetic
2026-09-02T02:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.69,L/s,synthetic
2026-09-02T02:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.54,L/s,synthetic
2026-09-02T02:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.65,L/s,synthetic
2026-09-02T02:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.55,L/s,synthetic
2026-09-02T03:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.53,L/s,synthetic
2026-09-02T03:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.47,L/s,synthetic
2026-09-02T03:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.7,L/s,synthetic
2026-09-02T03:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.71,L/s,synthetic
2026-09-02T04:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.61,L/s,synthetic
2026-09-02T04:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.63,L/s,synthetic
2026-09-02T04:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.78,L/s,synthetic
2026-09-02T04:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.97,L/s,synthetic
2026-09-02T05:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.18,L/s,synthetic
2026-09-02T05:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.66,L/s,synthetic
2026-09-02T05:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.09,L/s,synthetic
2026-09-02T05:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.41,L/s,synthetic
2026-09-02T06:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.74,L/s,synthetic
2026-09-02T06:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.3,L/s,synthetic
2026-09-02T06:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.92,L/s,synthetic
2026-09-02T06:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.33,L/s,synthetic
2026-09-02T07:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.36,L/s,synthetic
2026-09-02T07:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.62,L/s,synthetic
2026-09-02T07:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.72,L/s,synthetic
2026-09-02T07:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.78,L/s,synthetic
2026-09-02T08:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.86,L/s,synthetic
2026-09-02T08:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.26,L/s,synthetic
2026-09-02T08:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.92,L/s,synthetic
2026-09-02T08:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.39,L/s,synthetic
2026-09-02T09:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.34,L/s,synthetic
2026-09-02T09:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.53,L/s,synthetic
2026-09-02T09:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.13,L/s,synthetic
2026-09-02T09:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.87,L/s,synthetic
2026-09-02T10:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.4,L/s,synthetic
2026-09-02T10:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.43,L/s,synthetic
2026-09-02T10:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.17,L/s,synthetic
2026-09-02T10:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.95,L/s,synthetic
2026-09-02T11:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.91,L/s,synthetic
2026-09-02T11:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.72,L/s,synthetic
2026-09-02T11:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.86,L/s,synthetic
2026-09-02T11:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.65,L/s,synthetic
2026-09-02T12:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.87,L/s,synthetic
2026-09-02T12:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.88,L/s,synthetic
2026-09-02T12:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.87,L/s,synthetic
2026-09-02T12:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.88,L/s,synthetic
2026-09-02T13:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.86,L/s,synthetic
2026-09-02T13:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.11,L/s,synthetic
2026-09-02T13:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.13,L/s,synthetic
2026-09-02T13:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.94,L/s,synthetic
2026-09-02T14:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.1,L/s,synthetic
2026-09-02T14:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.94,L/s,synthetic
2026-09-02T14:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.96,L/s,synthetic
2026-09-02T14:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.93,L/s,synthetic
2026-09-02T15:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.17,L/s,synthetic
2026-09-02T15:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.25,L/s,synthetic
2026-09-02T15:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.15,L/s,synthetic
2026-09-02T15:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.49,L/s,synthetic
2026-09-02T16:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.63,L/s,synthetic
2026-09-02T16:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.85,L/s,synthetic
2026-09-02T16:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.27,L/s,synthetic
2026-09-02T16:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.41,L/s,synthetic
2026-09-02T17:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.99,L/s,synthetic
2026-09-02T17:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.69,L/s,synthetic
2026-09-02T17:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.94,L/s,synthetic
2026-09-02T17:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.17,L/s,synthetic
2026-09-02T18:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.75,L/s,synthetic
2026-09-02T18:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.02,L/s,synthetic
2026-09-02T18:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.22,L/s,synthetic
2026-09-02T18:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.34,L/s,synthetic
2026-09-02T19:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.46,L/s,synthetic
2026-09-02T19:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.32,L/s,synthetic
2026-09-02T19:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.21,L/s,synthetic
2026-09-02T19:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,12.06,L/s,synthetic
2026-09-02T20:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.74,L/s,synthetic
2026-09-02T20:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,11.09,L/s,synthetic
2026-09-02T20:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.75,L/s,synthetic
2026-09-02T20:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.55,L/s,synthetic
2026-09-02T21:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,10.13,L/s,synthetic
2026-09-02T21:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.53,L/s,synthetic
2026-09-02T21:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,9.29,L/s,synthetic
2026-09-02T21:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.9,L/s,synthetic
2026-09-02T22:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,8.44,L/s,synthetic
2026-09-02T22:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.96,L/s,synthetic
2026-09-02T22:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.99,L/s,synthetic
2026-09-02T22:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.68,L/s,synthetic
2026-09-02T23:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.72,L/s,synthetic
2026-09-02T23:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.82,L/s,synthetic
2026-09-02T23:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.57,L/s,synthetic
2026-09-02T23:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.4,L/s,synthetic
2026-09-03T00:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.25,L/s,synthetic
2026-09-03T00:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.16,L/s,synthetic
2026-09-03T00:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.17,L/s,synthetic
2026-09-03T00:45:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,7.59,L/s,synthetic
2026-09-03T01:00:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.7,L/s,synthetic
2026-09-03T01:15:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.62,L/s,synthetic
2026-09-03T01:30:00,FM-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,4.62,L/s,synthetic
