timestamp,sensor_id,dma_code,dma_name,latitude,longitude,pressure,unit,data_class
2026-09-01T12:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.9,mH2O,synthetic
2026-09-01T12:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.11,mH2O,synthetic
2026-09-01T13:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.94,mH2O,synthetic
2026-09-01T13:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.51,mH2O,synthetic
2026-09-01T13:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.82,mH2O,synthetic
2026-09-01T13:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.75,mH2O,synthetic
2026-09-01T14:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.16,mH2O,synthetic
2026-09-01T14:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.3,mH2O,synthetic
2026-09-01T14:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.09,mH2O,synthetic
2026-09-01T14:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.14,mH2O,synthetic
2026-09-01T15:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.24,mH2O,synthetic
2026-09-01T15:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.87,mH2O,synthetic
2026-09-01T15:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.51,mH2O,synthetic
2026-09-01T15:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.61,mH2O,synthetic
2026-09-01T16:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.81,mH2O,synthetic
2026-09-01T16:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.11,mH2O,synthetic
2026-09-01T16:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.21,mH2O,synthetic
2026-09-01T16:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.98,mH2O,synthetic
2026-09-01T17:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.53,mH2O,synthetic
2026-09-01T17:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.39,mH2O,synthetic
2026-09-01T17:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.96,mH2O,synthetic
2026-09-01T17:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.94,mH2O,synthetic
2026-09-01T18:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.18,mH2O,synthetic
2026-09-01T18:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.56,mH2O,synthetic
2026-09-01T18:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.31,mH2O,synthetic
2026-09-01T18:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.08,mH2O,synthetic
2026-09-01T19:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.41,mH2O,synthetic
2026-09-01T19:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.13,mH2O,synthetic
2026-09-01T19:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.41,mH2O,synthetic
2026-09-01T19:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.86,mH2O,synthetic
2026-09-01T20:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.88,mH2O,synthetic
2026-09-01T20:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.36,mH2O,synthetic
2026-09-01T20:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.43,mH2O,synthetic
2026-09-01T20:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.99,mH2O,synthetic
2026-09-01T21:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.48,mH2O,synthetic
2026-09-01T21:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.02,mH2O,synthetic
2026-09-01T21:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.47,mH2O,synthetic
2026-09-01T21:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.42,mH2O,synthetic
2026-09-01T22:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.66,mH2O,synthetic
2026-09-01T22:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.77,mH2O,synthetic
2026-09-01T22:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.06,mH2O,synthetic
2026-09-01T22:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.08,mH2O,synthetic
2026-09-01T23:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.99,mH2O,synthetic
2026-09-01T23:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.74,mH2O,synthetic
2026-09-01T23:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.17,mH2O,synthetic
2026-09-01T23:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.07,mH2O,synthetic
2026-09-02T00:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.65,mH2O,synthetic
2026-09-02T00:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.5,mH2O,synthetic
2026-09-02T00:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.07,mH2O,synthetic
2026-09-02T00:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.73,mH2O,synthetic
2026-09-02T01:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.34,mH2O,synthetic
2026-09-02T01:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.2,mH2O,synthetic
2026-09-02T01:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.26,mH2O,synthetic
2026-09-02T01:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.31,mH2O,synthetic
2026-09-02T02:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.71,mH2O,synthetic
2026-09-02T02:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,45.2,mH2O,synthetic
2026-09-02T02:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,45.18,mH2O,synthetic
2026-09-02T02:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,45.23,mH2O,synthetic
2026-09-02T03:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.58,mH2O,synthetic
2026-09-02T03:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,45.23,mH2O,synthetic
2026-09-02T03:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,45.12,mH2O,synthetic
2026-09-02T03:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.75,mH2O,synthetic
2026-09-02T04:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.57,mH2O,synthetic
2026-09-02T04:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.51,mH2O,synthetic
2026-09-02T04:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,44.65,mH2O,synthetic
2026-09-02T04:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.77,mH2O,synthetic
2026-09-02T05:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.6,mH2O,synthetic
2026-09-02T05:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.65,mH2O,synthetic
2026-09-02T05:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.85,mH2O,synthetic
2026-09-02T05:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.42,mH2O,synthetic
2026-09-02T06:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.03,mH2O,synthetic
2026-09-02T06:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.22,mH2O,synthetic
2026-09-02T06:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.02,mH2O,synthetic
2026-09-02T06:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.23,mH2O,synthetic
2026-09-02T07:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.3,mH2O,synthetic
2026-09-02T07:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.85,mH2O,synthetic
2026-09-02T07:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.25,mH2O,synthetic
2026-09-02T07:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,39.87,mH2O,synthetic
2026-09-02T08:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.33,mH2O,synthetic
2026-09-02T08:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.08,mH2O,synthetic
2026-09-02T08:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.75,mH2O,synthetic
2026-09-02T08:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.28,mH2O,synthetic
2026-09-02T09:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.02,mH2O,synthetic
2026-09-02T09:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.63,mH2O,synthetic
2026-09-02T09:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.53,mH2O,synthetic
2026-09-02T09:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.67,mH2O,synthetic
2026-09-02T10:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.05,mH2O,synthetic
2026-09-02T10:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.98,mH2O,synthetic
2026-09-02T10:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.91,mH2O,synthetic
2026-09-02T10:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.83,mH2O,synthetic
2026-09-02T11:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.7,mH2O,synthetic
2026-09-02T11:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.03,mH2O,synthetic
2026-09-02T11:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.95,mH2O,synthetic
2026-09-02T11:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.44,mH2O,synthetic
2026-09-02T12:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.86,mH2O,synthetic
2026-09-02T12:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.07,mH2O,synthetic
2026-09-02T12:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.65,mH2O,synthetic
2026-09-02T12:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.91,mH2O,synthetic
2026-09-02T13:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.06,mH2O,synthetic
2026-09-02T13:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.18,mH2O,synthetic
2026-09-02T13:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.32,mH2O,synthetic
2026-09-02T13:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.99,mH2O,synthetic
2026-09-02T14:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.75,mH2O,synthetic
2026-09-02T14:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.09,mH2O,synthetic
2026-09-02T14:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.09,mH2O,synthetic
2026-09-02T14:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.07,mH2O,synthetic
2026-09-02T15:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.78,mH2O,synthetic
2026-09-02T15:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,43.14,mH2O,synthetic
2026-09-02T15:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.84,mH2O,synthetic
2026-09-02T15:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.88,mH2O,synthetic
2026-09-02T16:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.88,mH2O,synthetic
2026-09-02T16:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.56,mH2O,synthetic
2026-09-02T16:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.27,mH2O,synthetic
2026-09-02T16:45:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,42.4,mH2O,synthetic
2026-09-02T17:00:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.66,mH2O,synthetic
2026-09-02T17:15:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,41.17,mH2O,synthetic
2026-09-02T17:30:00,PL-01-IN,1350-00-01-01,東港所琉球鄉本福村等小區計劃-琉球白沙線,22.3424706,120.3730882,40.86,mH2O,synthetic
